filepath,label
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (3)_aug_16.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (3)_aug_17.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (3)_aug_18.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (3)_aug_19.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (3)_aug_20.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (3)_aug_21.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (3)_aug_22.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (3)_aug_23.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (3)_aug_24.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (3)_aug_25.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (3)_aug_26.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (3)_aug_27.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (3)_aug_28.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (3)_aug_29.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (3)_aug_30.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (3)_aug_31.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (3)_aug_32.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (3)_aug_33.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (3)_aug_34.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (3)_aug_35.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (3)_aug_36.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (3)_aug_37.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (3)_aug_38.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (3)_aug_39.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (3)_aug_40.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (3)_aug_41.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (3)_aug_42.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (3)_aug_43.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (3)_aug_44.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (3)_aug_45.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (3)_aug_46.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (3)_aug_47.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (3)_aug_48.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (3)_aug_49.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_0.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_1.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_2.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_3.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_4.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_5.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_6.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_7.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_8.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_9.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_10.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_11.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_12.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_13.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_14.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_15.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_16.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_17.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_18.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_19.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_20.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_21.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_22.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_23.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_24.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_25.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_26.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_27.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_28.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_29.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_30.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_31.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_32.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_33.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_34.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_35.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_36.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_37.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_38.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_39.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_40.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_41.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_42.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_43.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_44.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_45.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_46.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_47.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_48.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/body white (4)_aug_49.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_0.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_1.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_2.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_3.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_4.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_5.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_6.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_7.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_8.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_9.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_10.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_11.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_12.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_13.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_14.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_15.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_16.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_17.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_18.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_19.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_20.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_21.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_22.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_23.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_24.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_25.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_26.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_27.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_28.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_29.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_30.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_31.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_32.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_33.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_34.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_35.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_36.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_37.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_38.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_39.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_40.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_41.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_42.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_43.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_44.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_45.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_46.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_47.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_48.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (1)_aug_49.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_0.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_1.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_2.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_3.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_4.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_5.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_6.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_7.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_8.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_9.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_10.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_11.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_12.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_13.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_14.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_15.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_16.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_17.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_18.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_19.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_20.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_21.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_22.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_23.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_24.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_25.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_26.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_27.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_28.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_29.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_30.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_31.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_32.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_33.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_34.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_35.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_36.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_37.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_38.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_39.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_40.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_41.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_42.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_43.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_44.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_45.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_46.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_47.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_48.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (2)_aug_49.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_0.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_1.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_2.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_3.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_4.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_5.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_6.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_7.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_8.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_9.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_10.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_11.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_12.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_13.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_14.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_15.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_16.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_17.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_18.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_19.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_20.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_21.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_22.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_23.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_24.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_25.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_26.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_27.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_28.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_29.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_30.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_31.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_32.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_33.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_34.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_35.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_36.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_37.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_38.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_39.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_40.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_41.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_42.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_43.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_44.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_45.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_46.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_47.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_48.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (3)_aug_49.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_0.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_1.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_2.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_3.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_4.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_5.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_6.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_7.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_8.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_9.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_10.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_11.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_12.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_13.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_14.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_15.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_16.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_17.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_18.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_19.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_20.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_21.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_22.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_23.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_24.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_25.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_26.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_27.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_28.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_29.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_30.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_31.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_32.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_33.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_34.jpg,F
/content/drive/MyDrive/BISINDO/Datasets/bisindo-augmented/F/wall white (4)_aug_35.jpg,F
